"Region;""Schadstoff"";""Einheit"";""NFR_Code"";""NFR_Sektor"";""Quelle"";""Datenstand"";""Jahr"";""Werte""",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1997"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1998"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1999"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2000"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2001"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2002"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2003"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2004"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2005"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2006"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2007"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2008"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2009"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2010"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2011"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2012"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2013"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2014"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2015"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2016"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2017"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2018"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2019"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2020"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2021"";0",,,
"AT;""NOX"";""kt"";""2 B 7"";""Soda ash production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2022"";0",,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1990"";0",1.54092E+13,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1991"";0",1.41313E+14,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1992"";0",1.31229E+14,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1993"";0",1.38798E+14,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1994"";0",0858,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1995"";0",06,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1996"";0",0471,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1997"";0",0488,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1998"";0",0472,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1999"";0",0633,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2000"";0",0714,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2001"";0",0745,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2002"";0",074,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2003"";0",0773,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2004"";0",0467,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2005"";0",0894,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2006"";0",0704,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2007"";0",0257,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2008"";0",0816,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2009"";0",0704,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2010"";0",0814,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2011"";0",0765,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2012"";0",0886,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2013"";0",0589,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2014"";0",082,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2015"";0",1159,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2016"";0",0884,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2017"";0",066,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2018"";0",0539,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2019"";0",0867,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2020"";0",0891,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2021"";0",0648,,
"AT;""NOX"";""kt"";""2 B-10"";""Handling of products and other chemical industry"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2022"";0",0444,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1990"";0",17173557,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1991"";0",14450395,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1992"";0",16564953,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1993"";0",17763527,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1994"";0",18758569,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1995"";0",1.76591E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1996"";0",14528682,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1997"";0",1.49035E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1998"";0",1.4463E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1999"";0",1.23455E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2000"";0",1.17406E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2001"";0",09290118,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2002"";0",0910713476326843,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2003"";0",0939397889802606,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2004"";0",1.01718E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2005"";0",1.01989E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2006"";0",1.05947E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2007"";0",1.14431E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2008"";0",1.15906E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2009"";0",0869623563815956,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2010"";0",1.00798E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2011"";0",1.08181E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2012"";0",1.04243E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2013"";0",1.05052E+13,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2014"";0",1.07634E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2015"";0",1.05867E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2016"";0",1.06976E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2017"";0",1.11531E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2018"";0",1.128E+13,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2019"";0",1.07928E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2020"";0",097900749728013,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2021"";0",1.04079E+14,,
"AT;""NOX"";""kt"";""2 C"";""METAL PRODUCTION"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2022"";0",1.03165E+14,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1990"";0",15559879,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1991"";0",12834509,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1992"";0",14903391,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1993"";0",16193539,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1994"";0",16909051,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1995"";0",1.61998E+14,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1996"";0",12956424,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1997"";0",1.31749E+14,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1998"";0",1.25673E+14,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1999"";0",1.04044E+14,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2000"";0",0950285608571428,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2001"";0",07483838,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2002"";0",0725404814410612,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2003"";0",0742585106240579,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2004"";0",0808668843340368,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2005"";0",0818360719264396,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2006"";0",0852228291564667,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2007"";0",0930913998601146,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2008"";0",0942550057401266,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2009"";0",0702768297256557,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2010"";0",0788422521929454,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2011"";0",0839393779909557,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2012"";0",0809970019270425,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2013"";0",0815434749038288,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2014"";0",083072941814893,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2015"";0",0809289647271631,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2016"";0",0809972915284896,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2017"";0",0852726994271933,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2018"";0",0861923199276455,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2019"";0",0843534311727465,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2020"";0",0781801447090745,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2021"";0",0814083582755502,,
"AT;""NOX"";""kt"";""2 C 1"";""Iron and Steel Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2022"";0",0799597226409406,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1990"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1991"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1992"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1993"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1994"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1995"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1996"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1997"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1998"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1999"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2000"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2001"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2002"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2003"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2004"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2005"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2006"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2007"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2008"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2009"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2010"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2011"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2012"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2013"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2014"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2015"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2016"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2017"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2018"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2019"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2020"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2021"";0",,,
"AT;""NOX"";""kt"";""2 C 2"";""Ferroalloys Production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2022"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1990"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1991"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1992"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1993"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1994"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1995"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1996"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1997"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1998"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""1999"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2000"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2001"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2002"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2003"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2004"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2005"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2006"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2007"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2008"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2009"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2010"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2011"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2012"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2013"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2014"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2015"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2016"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2017"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2018"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2019"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2020"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2021"";0",,,
"AT;""NOX"";""kt"";""2 C 3"";""Aluminium production"";""OLI 2023 (1990-2022)"";""15.02.2023"";""2022"";0",,,
